Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
No,New York,800410726,06,% LOUIS V QUINTAS,Yes,201306,AMERICAN FEDERATION OF TEACHERS,196711,New York,139 Fulton St Rm 708,501(c)(5),244183.0,145153.0,10038
Yes,New York,800410930,12,None Shown,No,201212,DC 37 PUBLIC SERVICE EMPLOYEES CARE FOUNDATION,201303,New York,125 Barclay St,501(c)(3),58650.0,0.0,10007
Yes,New York,800415734,12,% CRAIG DERSHOWITZ,Yes,201212,ARTISTS 4 ISRAEL INC,201103,New York,201 E 66th St Apt 12d,501(c)(3),13800.0,127161.0,10065
Yes,New York,800425514,03,% MICAELA SCHEDLBAUER,No,201403,CENTAURIX INC,201004,New York,111 W 67th St Apt 26g,501(c)(3),0.0,0.0,10023
Yes,New York,800432296,12,% LAUREN OSBORN,Yes,201312,FRIENDS OF THE GERMAN AMERICAN SCHOOL OF NEW YORK INC,200911,New York,2000 Broadway Apt 25d,501(c)(3),89375.0,811951.0,10023
No,New York,800436608,06,% SENTINEL REAL ESTATE CORPORATION,Yes,201306,ARROWHEAD LANDING LLC,201001,New York,1251 Avenue Of The Americas,Other,28488858.0,856185.0,10020
Yes,New York,800442784,12,% EDMOND P BRADY,No,201212,CAPTAINS ENDOWMENT ASSOCIATION SCHOLARSHIP FUND INC,200912,New York,233 Broadway,501(c)(3),97617.0,0.0,10279
No,New York,800444461,12,None Shown,Yes,201212,PUBLIC INTEREST PROJECTS ACTION FUND INC,200911,New York,45 W 36th St Fl 6,501(c)(4),2833283.0,9308000.0,10018
Yes,New York,800458866,12,None Shown,Yes,201212,ST FRANCIS FOOD PANTRIES AND SHELTERS INC,201006,New York,450 Seventh Ave Suite 2306,501(c)(3),462850.0,2333990.0,10123
Yes,New York,800464952,12,% SOROS FUND MANAGEMENT,No,201212,JENNIFER AND JONATHAN ALLAN SOROS FOUNDATION,201003,New York,888 Seventh St,501(c)(3),84355662.0,0.0,10106
Yes,New York,800468600,12,% STEPHEN HARVEY,Yes,201212,MITRAL FOUNDATION,200910,New York,1190 5th Ave,501(c)(3),1287033.0,1906816.0,10029
Yes,New York,800471095,06,% JENNIFER CHO,Yes,201306,NEW YORK OPERA SOCIETY INC,201008,New York,2753 Broadway,501(c)(3),57861.0,119495.0,10025
Yes,New York,800478843,09,% DAVID RIVERA DIR OF FINANCE,Yes,201309,CHILD MIND INSTITUTE INC,200911,New York,445 Park Avenue,501(c)(3),16714595.0,12730398.0,10022
Yes,New York,800482033,12,% MHAIRI BOWIE,No,201312,ALUMNAE ASSOCIATION OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
No,New York,800482048,12,% CHRISTINA SANTIA,No,201112,SIGMA SIGMA PHI,195806,New York,230 W 125th Street,501(c)(7),0.0,0.0,10027
Yes,New York,800489313,12,% SUZANNE BLISS,Yes,201312,ARTHRITIS FOUNDATION INC,197801,New York,122 E 42nd St Fl 18,501(c)(3),24085171.0,11827121.0,10168
Yes,New York,800493068,12,% WILLIAM J MCNALLY,No,201312,NATIONAL OPERA IRELAND FOUNDATION INC,201003,New York,420 Lexington Ave Rm 356,501(c)(3),0.0,0.0,10170
No,New York,800496512,12,% BART R MINSKY,Yes,201312,NY PRESBYTERIAN HOSPITAL COLUMBIA UNIVERSITY MEDICAL CENTER NEW YORK,201408,New York,622 W 168th St,Other,7634408.0,150977.0,10032
Yes,New York,800506012,03,% YOUTH CHALLENGE AMERICA,No,201403,YOUTH CHALLENGE AMERICA INC,201309,New York,394 Broadway Fl 5,501(c)(3),0.0,0.0,10013
Yes,New York,800509287,12,% SUSAN J FISCHER,Yes,201112,NATIONAL ACADEMY OF MUSIC ASSOCIATION INC,201206,New York,211 E 17th St Apt 3,501(c)(3),0.0,0.0,10003
Yes,New York,800510218,12,% HARNIK LAW FIRM,No,201312,INTERNATIONAL FRIENDS OF KHM,201006,New York,623 Fifth Ave - 24th Fl,501(c)(3),21579.0,4559.0,10022
Yes,New York,800512336,07,% COVENANT HOUSE,Yes,201307,GLOBAL HEALTH CORPS INC,201010,New York,5 Penn Plz Frnt 2,501(c)(3),1397977.0,2358169.0,10001
Yes,New York,800515983,12,% LYDIA C HILLS ESQ,No,201312,TAKE YOUR SISTER 2 LUNCH SISTERS INC,201107,New York,380 Lexington Ave Fl 17,501(c)(3),0.0,0.0,10168
Yes,New York,800517696,08,% ELIE LOWENFELD,Yes,201308,JEWISH DISASTER RESPONSE CORPS INC,201004,New York,25 Broadway Ste 1700,501(c)(3),48406.0,179086.0,10004
Yes,New York,800518737,06,% KATHLEEN WATKINS,Yes,201306,NEW YORK FRENCH - AMERICAN CHARTER SCHOOL,201012,New York,311 W 120th St,501(c)(3),459810.0,3304979.0,10027
Yes,New York,800522071,12,% CONNIE YOO,Yes,201212,ACTORS FUND HOUSING DEVELOPMENT CORPORATION,201101,New York,729 7th Ave,501(c)(3),19281037.0,2588685.0,10019
Yes,New York,800530053,06,None Shown,Yes,201306,BRONX SUCCESS ACADEMY CHARTER SCHOOL 1,201111,New York,95 Pine St Fl 6,501(c)(3),2340833.0,5323321.0,10005
Yes,New York,800535933,08,None Shown,Yes,201308,UP2US INC,201003,New York,520 8th Ave,501(c)(3),2867553.0,5328171.0,10018
Yes,New York,800537590,12,None Shown,No,201312,CHAMPS CHILDREN FOUNDATION,201006,New York,1410 Madison Ave Apt 3nf,501(c)(3),0.0,0.0,10029
Yes,New York,800544853,12,% W SCOTT DAVENPORT,Yes,201312,FREEDOM TO MARRY INC,201012,New York,155 W 19th St Fl 2,501(c)(3),2426823.0,7717006.0,10011
Yes,New York,800546640,12,% SONYA KALOYANIDES,No,201212,NYCHA I HOUSING DEVELOPEMENT FUND CORPORATION,201206,New York,250 Broadway,501(c)(3),0.0,0.0,10007
Yes,New York,800546653,12,% SONYA KALOYANIDES,No,201212,NYCHA II HOUSING DEVELOPMENT FUND CORPORATION,201112,New York,250 Broadway,501(c)(3),0.0,0.0,10007
Yes,New York,800556546,12,% LOUISE NICHOLSON,No,201312,SAVE A CHILD AMERIC,201012,New York,135 E 54th St Apt 15k,501(c)(3),0.0,0.0,10022
Yes,New York,800561039,12,% CHRISTOPHER VOJTA,No,201212,ARCTOS FOUNDATION,201007,New York,C/o Crowe Horwath Llp 488 Madison,501(c)(3),9267378.0,0.0,10022
Yes,New York,800561946,12,None Shown,No,201212,ENVIROMENTAL JUSTICE INITIATIVE FOR HAITI INC,201104,New York,351 Broadway Ste 300,501(c)(3),1.0,0.0,10013
No,New York,800563019,12,None Shown,Yes,201212,FEDERAL CONTRACT GUARDS OF AMERICA,201208,New York,445 Park Ave Fl 9,501(c)(5),60268.0,361975.0,10022
Yes,New York,800563203,12,% KIMBER BOGARD,No,201312,PARTNERS FOR A BRIGHT AND HEALTHY HAITI INC,201008,New York,440 East 117th Street,501(c)(3),0.0,0.0,10035
Yes,New York,800565133,12,% MCGANN,Yes,201312,SWIM FREE INC,201004,New York,235 W 108th St Apt 21,501(c)(3),50496.0,114272.0,10025
Yes,New York,800575894,12,None Shown,No,201312,REAL STORIES GALLERY FOUNDATION,201102,New York,111 Central Park North,501(c)(3),4544.0,22308.0,10026
Yes,New York,800581325,12,% BRONNA LIPTON,Yes,201312,SECOND CHANCE TOYS INC,201008,New York,61 W 62nd St Apt 12m,501(c)(3),71579.0,154231.0,10023
Yes,New York,800596480,12,% FARIS AL-SHATHIR,Yes,201312,BOFFO INC,201104,New York,85 Kenmare St Apt 22,501(c)(3),6451.0,97998.0,10012
Yes,New York,800598700,12,% CLAIRE STEFFEN,No,201312,29TH ST NEIGHBORHOOD ASSOC THE INITIATIVE FOR A SUSTAINABLE MIDTO,201107,New York,132 E 35th St,501(c)(3),0.0,0.0,10016
Yes,New York,800604574,12,None Shown,No,201312,AMERICAN NEW ZEALAND ASSN INC,201008,New York,400 E 52nd St Apt 9b,501(c)(3),21981.0,8764.0,10022
Yes,New York,800611956,09,% ARIK BRAUDE,No,201309,JEUNES VIRTUOSES DE NEW YORK INC,201109,New York,2350 Broadway Suite 234,501(c)(3),0.0,0.0,10024
Yes,New York,800626000,05,% MARC FREEDMAN,No,201405,MANHATTAN SOCCER ACADEMY INC,201201,New York,603 W 111th St Apt 6e,501(c)(3),4967.0,0.0,10025
Yes,New York,800631181,12,None Shown,Yes,201312,ART THERAPY OUTREACH CENTER CORPORATION,201009,New York,132 W 21st St Fl 6,501(c)(3),126563.0,299477.0,10011
Yes,New York,800631734,12,% CHRIS DUIGNAN,Yes,201212,NEW YORK GENOME CENTER INC,201201,New York,590 Madison Ave,501(c)(3),66993120.0,20257390.0,10022
No,New York,800633798,12,% STEVEN HAWCO,No,201212,MYASTHENIA GRAVIS FOUNDATION OF AMERICA INC,195510,New York,355 Lexington Ave Fl 15,501(c)(3),0.0,0.0,10017
Yes,New York,800635123,05,% HELEN NG,No,201405,PLANET HABITAT INC,201303,New York,2109 Broadway - Ste 7-104,501(c)(3),0.0,0.0,10023
Yes,New York,800636164,12,None Shown,No,201212,CHAMPION ACCESS INC,201107,New York,56 West 22nd Street Second Floor,501(c)(3),1013.0,25683.0,10010
Yes,New York,800643008,12,% STEPHEN LAMB,No,201312,FOUNDATION BEIT EDMOND,201006,New York,445 Park Ave,501(c)(3),1.0,0.0,10022
Yes,New York,800645960,12,None Shown,Yes,201212,FRIENDS OF MAN ROD ACADEMY FOUNDATION,201105,New York,630 9th Ave Ste 701,501(c)(3),2082.0,109930.0,10036
Yes,New York,800659995,12,% JENNIFER IAN,No,201312,AMERICAN THORACIC SOCIETY INC,201403,New York,Ats Offices 25 Broadway,501(c)(3),0.0,0.0,10004
Yes,New York,800663638,12,None Shown,No,201312,TWO EAST 90TH STREET LANDMARK PRESERVATION FOUNDATION,201110,New York,2 E 90th St,501(c)(3),0.0,0.0,10128
Yes,New York,800688254,12,% C/O TANYA M TRIPPETT MD,Yes,201312,THE POETIC FOUNDATION INC,201202,New York,C/o T Trippett Md1275 York Avenue,501(c)(3),73578.0,79497.0,10065
Yes,New York,800698261,12,% WEI TAN,No,201312,NEW YORK INTERNATIONAL ARTISTS ASSOCIATION,201203,New York,370 Fort Washington Ave Apt 611,501(c)(3),0.0,0.0,10033
Yes,New York,800703405,12,% MEREDITH GROSSMAN,No,201312,GREGGS GIFT INC,201109,New York,610 Park Ave Apt 8c,501(c)(3),7845.0,6238.0,10065
Yes,New York,800709066,09,None Shown,No,201309,DEVELOPING RESPONSIBLE ECONOMICALLY ADVANCED MODEL-CITIZENS,201204,New York,342 Broadway Number 378,501(c)(3),0.0,0.0,10013
Yes,New York,800716140,06,% DIANA BLACKWELL,No,201406,FREDERICK E SAMUEL RESIDENT ASSOCIATION INC,201107,New York,103 W 143rd St # 05,501(c)(3),0.0,0.0,10030
Yes,New York,800722635,12,None Shown,No,0,HIP HOP PUBLIC HEALTH INC,201409,New York,515 Edgecombe Ave Apt 14,501(c)(3),0.0,0.0,10032
Yes,New York,800730609,12,% ROBERT DAVENPORT PRES,No,201212,YONKERS LARKIN GARAGE INC,201311,New York,708 Third Ave Ste 710,501(c)(3),13848017.0,0.0,10017
Yes,New York,800735545,12,None Shown,No,201312,BEYOND THE BRICKS PROJECT INC,201212,New York,68 East 131st Street,501(c)(3),350.0,25567.0,10037
Yes,New York,800735620,12,% GARY CLARK,No,201312,PATH OF WISDOM INC,201209,New York,676 A 9th Ave Ste 122,501(c)(3),0.0,0.0,10036
Yes,New York,800742652,12,% REBECCA LEIFMAN,Yes,201212,CO LAB THEATER GROUP INC,201210,New York,Po Box 727,501(c)(3),36390.0,53594.0,10108
Yes,New York,800746165,06,None Shown,Yes,201306,PATHWAYS TO HOUSING INC,201306,New York,186 East 123rd Street No 401,501(c)(3),453258.0,1371117.0,10035
Yes,New York,800747722,12,% BBL LLC,Yes,201212,FRIEZE ART INC,201201,New York,41 Union Sq W Ste 1623,501(c)(3),137880.0,409710.0,10003
Yes,New York,800752147,12,% C/O LINDA WEINMAN,No,201312,JONATHANS TEAM INC,201201,New York,1725 York Ave Apt 28h,501(c)(3),0.0,0.0,10128
Yes,New York,800758719,12,% NIKIA WAY,No,0,HEAVEN INC,201410,New York,Po Box 266,501(c)(3),0.0,0.0,10116
Yes,New York,800759359,12,% C/O ATS,Yes,201212,NEW YORK STATE THORACIC SOCIETY,201403,New York,25 Broadway Fl 18,501(c)(3),11880.0,755.0,10004
Yes,New York,800759367,12,% C/O ATS,Yes,201212,METROPOLITAN DC THORACIC SOCIETY,201403,New York,25 Broadway Fl 18,501(c)(3),450.0,532.0,10004
Yes,New York,800759374,12,% ATS,No,201312,AMERICAN THORACIC SOCIETY INC,201403,New York,25 Broadway Fl 18,501(c)(3),0.0,0.0,10004
No,New York,800775134,05,None Shown,No,201405,KAPPA SIGMA FRATERNITY,194012,New York,121 Hunter North 695 Park Ave,501(c)(7),0.0,0.0,10021
Yes,New York,800782969,12,% SAM RIVERA,No,201312,WILL CASTRO FOUNDATION,201209,New York,1040 First Avenue Suite 276,501(c)(3),0.0,0.0,10022
Yes,New York,800786662,12,% ADRIENNE UNAE DOZIER,No,201312,ASSOCIATION OF EVANGELICAL GOSPEL ASSEMBLIES,198905,New York,Po Box 891,501(c)(3),0.0,0.0,10163
Yes,New York,800788383,06,% JOHN PIONTKOWSKI,No,201306,HCC NETWORK INC,201302,New York,65 Broadway Fl 12,501(c)(3),1.0,0.0,10006
Yes,New York,800789207,12,% RAMON GONZALEZ,Yes,201212,ARETE EDUCATION INC,201209,New York,425 E 118th St Apt 1,501(c)(3),87950.0,110042.0,10035
Yes,New York,800790349,06,None Shown,No,201306,GREATER HARLEM CHAMBER OF COMMERCE COMMUNITY FUND,201205,New York,200a W 136th St,501(c)(3),0.0,0.0,10030
Yes,New York,800792317,12,% GORDON C GRAY,No,201212,GORDON AND PATRICIA GRAY AMIMAL WELFARE FOUNDATION INC,201206,New York,60 E 42nd St Fl 38,501(c)(3),1.0,0.0,10165
Yes,New York,800796221,12,% BARRY SPECTOR,No,201212,MUSEUM OF PUBLIC RELATIONS,201302,New York,61 Broadway,501(c)(3),0.0,0.0,10006
No,New York,800797729,06,% POSTGRAD CENTER FOR MENTAL HEALTH,No,201406,PCMH CROTONA HOUSING DEVELOPMENT FUND CORPORATION,201303,New York,158 E 35th St,501(c)(4),0.0,0.0,10016
No,New York,800799662,12,% CLARION PARTNERS LLC,Yes,0,ISBI CRESCENT DRIVE LLC,201408,New York,230 Park Ave Fl 12,Other,0.0,0.0,10169
Yes,New York,800800457,12,% MRS ELIZABETH U ATIVIE,No,0,SOCIETY FOR WOMEN ADVANCEMENT INICIATIVE,201307,New York,277 W 118th St Apt 3b,501(c)(3),0.0,0.0,10026
Yes,New York,800802804,12,% MOMENTS INC,No,201312,MOMENTS INC,201208,New York,47 W 88th St Apt 2a,501(c)(3),0.0,0.0,10024
Yes,New York,800805670,03,None Shown,No,201212,GLBT SUMMER AFFAIR,201408,New York,2235 Fifth Ave,501(c)(3),0.0,0.0,10037
Yes,New York,800814782,12,None Shown,No,0,GLOBAL CLINIC INC,201307,New York,Po Box 2062,501(c)(3),0.0,0.0,10108
Yes,New York,800820023,12,% JAMES MORRISON,Yes,0,JESUS CHRIST GOSPEL MINISTRY,201211,New York,138 W 117th St Apt 41,501(c)(3),0.0,0.0,10026
Yes,New York,800825282,06,% SUSAN P SHERKOW,No,201306,SHERKOW CENTER FOR CHILD DEVELOPMENT AND AUTISM SPECTRUM DI,201407,New York,9 E 93rd St Lower Level,501(c)(3),4048.0,27650.0,10128
Yes,New York,800834516,12,% ROBERTO ALAYON,No,0,PRO PLAYERS ENTERPRISES INC,201405,New York,123 3rd Ave Ste 101,501(c)(3),0.0,0.0,10003
Yes,New York,800834739,12,% CASEY ANLS,No,0,PLAYERS COMMITTEE INC,201407,New York,323 W 96 St,501(c)(3),0.0,0.0,10025
Yes,New York,800841213,12,% GELLER & COMPANY,No,201212,GLOBAL CITIES INC,201408,New York,909 3rd Ave Fl 15,501(c)(3),247453.0,0.0,10022
Yes,New York,800841756,06,% ERROL CAMPBELL,No,201306,HELPING HANDS TOGETHER INC,201310,New York,226 W 25th St Apt 2rw,501(c)(3),0.0,0.0,10001
Yes,New York,800851162,12,% LEONARD BURG,Yes,0,DIVYANAND SPIRITUAL FOUNDATION USA INC,201403,New York,626 Riverside Dr 4-d,501(c)(3),0.0,0.0,10031
Yes,New York,800852373,12,% ANN B DIAMOND,No,201312,AMPLE TABLE FOR EVERYONE INC,201303,New York,174 East 74th Street,501(c)(3),28779.0,32652.0,10021
Yes,New York,800853496,12,None Shown,No,0,CROSSED PURPOSES FOUNDATION INC,201401,New York,152 Wooster St Apt 4b,501(c)(3),0.0,0.0,10012
No,New York,800861448,12,% KATE LINKER,Yes,201312,GREATER NYC FOR CHANGE,201405,New York,227 W 17th St Fl 6,501(c)(4),0.0,0.0,10011
Yes,New York,800865771,12,% SUSAN SILLINS,No,201312,THE HORNS PROJECT INC,201307,New York,102 West 85th Street,501(c)(3),26823.0,28225.0,10024
Yes,New York,800874641,10,None Shown,Yes,0,BEESPACE INC,201408,New York,242 W 30th St Rm 806,501(c)(3),0.0,0.0,10001
No,New York,800881078,12,% PHIPPS HOUSES,No,201312,HUNTERS POINT SOUTH BORDEN HOUSING DEVELOPMENT FUND CORP,201405,New York,902 Broadway Fl 13,501(c)(4),0.0,0.0,10010
Yes,New York,800912057,12,% ROBERT DEKEYSER,Yes,0,D&F ACADEMY INC,201408,New York,200 11th Ave Apt 6n,501(c)(3),0.0,0.0,10011
Yes,New York,800930352,12,% CHARLES KOMANOFF,No,201312,CARBON TAX CENTER,201407,New York,11 Hanover Sq Fl 21,501(c)(3),7264.0,27583.0,10005
Yes,New York,800934413,12,% JUANITA THOMAS,Yes,0,MARGINAL NEIGHBORHOODS ECONOMIC DEVELOPMENT CORPORATION,201406,New York,Po Box 238,501(c)(3),0.0,0.0,10027
No,New York,800937263,12,% PATRICK YU,No,201312,AREPA INC,201407,New York,401 Broadway Ste 509,501(c)(6),3405.0,4442.0,10013
Yes,New York,800945735,12,None Shown,No,0,JOHN RAMIREZ EVANGELISTIC MINISTRIES INC,201409,New York,1775 York Ave Apt 22e,501(c)(3),0.0,0.0,10128
Yes,New York,800949999,12,% WILLIAM LERNER,No,201312,BILLY 4 KIDS INC,201406,New York,107 W 13th St,501(c)(3),20121.0,0.0,10011
Yes,New York,800952088,12,% VALENTIN FUSTER,Yes,0,VALENTIN FUSTER MT SINAI FOUNDATION FOR SCIENCE HEALTH & EMPOWERMENT,201408,New York,One Gustave L Levy Pl Mount Sinai,501(c)(3),0.0,0.0,10029
Yes,New York,800953294,12,% PAUL ANDREW,No,0,LIBERTY CHURCH,201408,New York,Po Box 672,501(c)(3),0.0,0.0,10012
Yes,New York,800964118,12,% SIRAN HENDERSON,No,0,PLAYING ON THE EDGE BASKETBALL PROGRAM INC,201410,New York,377 Edgecombe Avenue,501(c)(3),0.0,0.0,10031
Yes,New York,806051204,12,% BESSEMER TRUST,No,201312,REIDY FAMILY FOUNDATION,200809,New York,630 Fifth Ave,501(c)(3),488706.0,0.0,10111
No,New York,806073815,12,% GARY LABARBERA,No,201312,CONSTRUCTION INDUSTRY PARTNERSHIP LABOR MANAGEMENT COOPERATION COMTE,200906,New York,71 West 23rd Street,501(c)(6),0.0,0.0,10010
Yes,New York,806076073,12,% MARIAN GOODMAN,No,201212,GOODMAN FAM FOUNDATION,200902,New York,350 Fifth Avenue- 68th Fl,501(c)(3),1.0,0.0,10118
Yes,New York,806135476,12,% KENNETH R PAGE,No,201312,FAIRFIELD FOUNDATION TR,201002,New York,1 Battery Park Plz Fl 12,501(c)(3),8861328.0,0.0,10004
Yes,New York,810572570,12,% NELSON OTTER,No,201312,ESSENTIAL ARTS CONCEPTS INC,200303,New York,Po Box 201,501(c)(3),0.0,0.0,10012
Yes,New York,810574617,12,% ELIOT LAUER,No,201312,COALITION FOR OPEN ACCESS,200409,New York,101 Park Avenue Suite 3500,501(c)(3),0.0,0.0,10178
Yes,New York,810578328,12,% MALKIN HOLDINGS LLC,No,201312,THE SL 2012 FUND,200406,New York,One Grand Central Place No 26,501(c)(3),21724476.0,0.0,10165
Yes,New York,810582070,06,None Shown,Yes,201306,ORGANIZATION FOR THE RESOLUTION OF AGUNOT INC,200403,New York,551 W 181st St Ste 123,501(c)(3),48133.0,119357.0,10033
Yes,New York,810584343,09,% YANKI TSHERING,Yes,201309,CENTER FOR COMMUNITY DEVELOPMENT FOR NEW AMERICANS,200908,New York,Ste 230,501(c)(3),2780408.0,1924207.0,10271
Yes,New York,810586466,12,% COLLEEN MCEVOY,No,201212,SIGN OF THE TIME INC,200707,New York,530 E 89th St Apt 1m,501(c)(3),0.0,0.0,10128
Yes,New York,810612857,06,% MARY VAN VALKENBURG,Yes,201306,PTA ASSOCIATION OF BARD HIGH SCHOOL EARLY COLLEGE INC,200503,New York,525 E Houston St,501(c)(3),203864.0,225442.0,10002
Yes,New York,810617968,12,% AARON YOWELL,No,201212,GREENHOMENYC INC,200406,New York,Jaf Building Po Box 1052,501(c)(3),15315.0,14662.0,10016
No,New York,810619736,03,% SENTINEL,Yes,201403,SOCAL-LAKES INC,201302,New York,C/o 1251 Ave Of The Americas 35th,Other,14891645.0,225006.0,10020
Yes,New York,810623035,12,% JANE KUCAR,Yes,201212,ALLIANCE FOR OPEN SOCIETY INTERNATIONAL INC,200402,New York,224 West 57th St,501(c)(3),8355001.0,5549433.0,10019
Yes,New York,810631376,12,% LAURA THOMPSON,No,201312,OULUSKA PASS CHAMBER MUSIC FESTIVAL INC,201405,New York,310 W 98th St Apt 1b,501(c)(3),0.0,0.0,10025
Yes,New York,810640342,06,% DANIEL MCGEE,Yes,201306,SYLVIA RIVERA LAW PROJECT INC,200408,New York,147 W 24th St Fl 5,501(c)(3),719569.0,466647.0,10011
Yes,New York,810643585,12,% AL KERR,Yes,201312,ALWAN FOUNDATION INC,200407,New York,16 Beaver St Ste 4,501(c)(3),9631.0,321310.0,10004
Yes,New York,810650035,06,None Shown,Yes,201306,EXCELLENCE CHARTER SCHOOL OF BEDFORD STUYVESANT,200503,New York,826 Broadway Fl 7,501(c)(3),1743104.0,8494158.0,10003
Yes,New York,810650329,06,% MIRIAM LEWIS RACCAH,Yes,201306,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,200504,New York,442 E Houston St,501(c)(3),2158442.0,9861042.0,10002
Yes,New York,810659976,12,% MET COUNCIL,Yes,201312,231 EAST 77 HOUSING DEVELOPMENT FUND CORP,200609,New York,120 Broadway Fl 7,501(c)(3),6569173.0,140348.0,10271
Yes,New York,810665063,09,% KAREN WEGMANN,No,201309,RESERVE ELDER SERVICE INC,200512,New York,119 W 19th Street 5th Fl,501(c)(3),2034003.0,6073783.0,10011
Yes,New York,810681494,12,None Shown,No,201112,FREE & ACCEPTED MASONS OF NEW YORK,194012,New York,71 W 23rd St 18th Flr Box J6,Other,0.0,0.0,10010
Yes,New York,820548210,12,% DASI,Yes,201312,FAITH PROJECT INC,200310,New York,875 W 181st St Apt 6a,501(c)(3),500.0,83654.0,10033
Yes,New York,820556493,06,% SASHA TOPERIC,No,201006,AMERICA BOSNIA CULTURAL FOUNDATION,200302,New York,200 E 65th St Apt 34e,501(c)(3),1559.0,78079.0,10065
No,New York,820564945,12,% S IZZARD,Yes,201212,JAPANESE ART DEALERS ASSOCIATION OF NEW YORK,200308,New York,C/o Sebastian Izzard 17 East 76th,501(c)(6),15574.0,266431.0,10021
Yes,New York,820570892,12,% HWI SOOK TAYLOR,No,201312,ASIAN AMERICA VOICE INC,200304,New York,156 E 38th St,501(c)(3),29416.0,0.0,10016
Yes,New York,820579505,12,% ESTANNE ABRAHAM,Yes,201212,AMERICAN MIKLAT COMMITTEE INC,200306,New York,1700 Broadway Ste 2000,501(c)(3),128767.0,74529.0,10019
Yes,New York,820584665,12,% ROBERT I HERZOG,Yes,201212,PLAY FOR YOUR CAUSE,200310,New York,160 West 95th Street 7a No 7a,501(c)(3),19161.0,240025.0,10025
Yes,New York,820585704,12,% ROBERT JURGENS,No,201312,SECOND CHANCE FOUNDATION,200305,New York,C/o Joan Mencher 201 W 72 St,501(c)(3),30329.0,41413.0,10023
Yes,New York,820588686,12,% ROGER MULLER,Yes,201212,STAY-FOCUSED INC,200308,New York,245 E 44th St Apt 22b,501(c)(3),87556.0,284570.0,10017
Yes,New York,830346075,12,None Shown,No,201312,MARY AND ABE SUTTON FOUNDATION,200303,New York,291 Broadway Fl 19,501(c)(3),272303.0,0.0,10007
No,New York,830354517,12,% CARMEN FLORES,No,201312,WOMENS ASSOCIATION OF VERIZON EMPLOYEES INC,200505,New York,230 West 36th Street Room 621,501(c)(6),0.0,0.0,10018
Yes,New York,830359642,06,% JAIME DENNISTON-MERCED,No,201406,NEW YORK CITY VOLUNTARY ORGANIZATIONS ACTIVE IN DISASTER,200405,New York,65 Broadway Fl 19,501(c)(3),0.0,0.0,10006
Yes,New York,830366726,12,None Shown,No,201212,CONJURING ARTS RESEARCH CENTER,200312,New York,11 W 30th St Apt 5f,501(c)(3),47092.0,0.0,10001
Yes,New York,830374028,12,% DREW HEMENGER,No,201312,RECORDING ARTISTS DEVELOPMENT INC,200311,New York,205 W 20th St Apt 5e,501(c)(3),0.0,0.0,10011
Yes,New York,830374581,12,% BERNADINE CALLENDER,No,201312,MONTSERRAT DEVELOPMENT AND EDUCATION FOUNDATION INC,200408,New York,207 West 137 Street,501(c)(3),0.0,0.0,10030
Yes,New York,830376485,12,None Shown,Yes,201112,INSTITUTE FOR LEADERSHIP INC,200906,New York,Ste 272,501(c)(3),75316.0,932756.0,10025
Yes,New York,830379392,12,% BALSAM FELBER & GOLDFIELD,No,201212,DAVID CHARLES HORN FOUNDATION INC,200602,New York,99 Wall St,501(c)(3),697530.0,0.0,10005
Yes,New York,830380254,09,None Shown,No,201309,SUZANNE AND ROBERT ROBOTTI FOUNDATION INC,200501,New York,6 E 43rd St Fl 23,501(c)(3),802463.0,0.0,10017
Yes,New York,830383335,12,% KATHI IANNACONE,No,201312,AWOL PROJECT INC,200404,New York,244 5th Avenue,501(c)(3),0.0,0.0,10001
Yes,New York,830386234,12,% MO MOADELI,No,201212,TRIATHLON ASSOCIATION OF NEW YORK CITY,200409,New York,333 E 109th St Apt 2a,501(c)(3),0.0,0.0,10029
Yes,New York,830388512,12,% MARTIN ROBERT MAJESKE,No,201312,ACTNOW FOUNDATION INC,201311,New York,286 Clinton St,501(c)(3),0.0,0.0,10002
Yes,New York,830392753,12,% RICH AND BANDER LLP,No,201212,SANSKRITI INC,200412,New York,15 W 28th St Rm 7a,501(c)(3),198817.0,11817.0,10001
Yes,New York,830393991,12,% JAMES J PALOS,No,201312,INSTITUTE FOR MEDIA AND ENTERTAINMENT INC,200506,New York,165 W 57th St,501(c)(3),0.0,0.0,10019
Yes,New York,830394897,12,% GENET BEYENE OR ABAYNE ASRAT,No,0,DEBRE SAHIL BEAATA LE-MARIAM ETHIOPIAN ORTHODOX TEWAHEDO CHURCH,200702,New York,Po Box 1367,501(c)(3),0.0,0.0,10163
Yes,New York,830399775,03,% REBECCA WELLER,Yes,201303,MUSIQUARIUM INC,201303,New York,42 Wooster St Apt 4s,501(c)(3),8732.0,25528.0,10013
Yes,New York,830411606,12,% FOUNDATION SOURCE,No,201212,UNBOUND PHILANTHROPY,201406,New York,101 Ave Of The Americas Ste 1400,501(c)(3),136945023.0,0.0,10013
